Verse,Text,Stage
1 Sam 17:58,wa yōmer  ʔēlāʸw  šāʔûl  ben  mî  ʔattā  ha nāʕar  wa yōmer  dāwid  ben  ʕabdəkā  yišay  bêt  ha laḥmî,Classical Biblical Hebrew
1 Kgs 7:8,û bêtô  ʔăšer  yēšeb  šām  ḥāṣēr  hā ʔaḥeret  mi bêt  lā  ʔûlām  ka  maʕăśê  ha zê  hāyā  û bayit  yaʕăśê  lə bat  parʕō  ʔăšer  lāqaḥ  šəlōmō  kā  ʔûlām  ha zê,Classical Biblical Hebrew
2 Sam 19:25,û məpibōšet  ben  šāʔûl  yārad  li qərat  ha melek  wə lō  ʕāśā  raglāʸw  wə lō  ʕāśā  śəpāmô  wə ʔet  bəgādāʸw  lō  kibbēs  lə min  ha yôm  leket  ha melek  ʕad  ha yôm  ʔăšer  bā  bə šālôm,Classical Biblical Hebrew
1 Kgs 6:36,wa yiben  ʔet  he ḥāṣēr  ha pənîmît  šəlōšā  ṭûrê  gāzît  wə ṭûr  kərutōt  ʔărāzîm,Classical Biblical Hebrew
2 Kgs 23:29,bə yāmāʸw  ʕālā  parʕō  nəkō  melek  miṣrayim  ʕal  melek  ʔaššûr  ʕal  nəhar  pərāt  wa yēlek  ha melek  yōšiyyāhû  li qərātô  wa yəmîtēhû  bi məgiddô  ki rəʔōtô  ʔōtô,Classical Biblical Hebrew
2 Kgs 11:13,wa tišmaʕ  ʕătalyā  ʔet  qôl  hā rāṣîn  hā ʕām  wa tābō  ʔel  hā ʕām  bêt  yəhwāh,Classical Biblical Hebrew
2 Kgs 23:36,ben  ʕeśrîm  wə ḥāmēš  šānā  yəhôyāqîm  bə māləkô  wə ʔaḥat  ʕeśrē  šānā  mālak  bi yrûšālāim  wə šēm  ʔimmô  zəbûddā  bat  pədāyā  min  rûmā,Classical Biblical Hebrew
1 Sam 29:1,wa yiqbəṣû  pəlištîm  ʔet  kol  maḥănêhem  ʔăpēqā  wə yiśrāʔēl  ḥōnîm  ba  ʕayin  ʔăšer  bə yizrəʕel,Classical Biblical Hebrew
1 Kgs 20:6,kî  ʔim  kā  ʕēt  māḥār  ʔešlaḥ  ʔet  ʕăbāday  ʔēlêkā  wə ḥippəśû  ʔet  bêtəkā  wə ʔēt  bāttê  ʕăbādêkā  wə hāyā  kol  maḥmad  ʕênêkā  yāśîmû  bə yādām  wə lāqāḥû,Classical Biblical Hebrew
2 Kgs 6:13,wa yōmer  ləkû  û rəʔû  ʔêkō  hû  wə ʔešlaḥ  wə ʔeqqāḥēhû  wa yuggad  lô  lē ʔmōr  hinnē  bə dōtān,Classical Biblical Hebrew
1 Sam 12:23,gam  ʔānōkî  ḥālîlā  lî  mē ḥăṭō  la yhwāh  mē ḥădōl  lə hitpallēl  baʕadəkem  wə hôrêtî  ʔetəkem  bə derek  ha ṭôbā  wə ha yəšārā,Classical Biblical Hebrew
2 Sam 5:6,wa yēlek  ha melek  wa ʔănāšāʸw  yərûšālaim  ʔel  ha yəbusî  yôšēb  hā ʔāreṣ  wa yōmer  lə dāwid  lē ʔmōr  lō  tābô  hēnnā  kî  ʔim  hĕsîrəkā  ha ʕiwrîm  wə ha pisḥîm  lē ʔmōr  lō  yābô  dāwid  hēnnā,Classical Biblical Hebrew
1 Kgs 8:57,yəhî  yəhwāh  ʔĕlōhênû  ʕimmānû  ka ʔăšer  hāyā  ʕim  ʔăbōtênû  ʔal  yaʕazəbēnû  wə ʔal  yiṭṭəšēnû,Classical Biblical Hebrew
1 Kgs 4:10,ben  ḥesed  bā  ʔărubbôt  lô  śōkō  wə kol  ʔereṣ  ḥēper,Classical Biblical Hebrew
1 Kgs 11:25,wa yəhî  śāṭān  lə yiśrāʔēl  kol  yəmê  šəlōmō  wə ʔet  hā rāʕā  ʔăšer  hădād  wa yāqoṣ  bə yiśrāʔēl  wa yimlōk  ʕal  ʔărām,Classical Biblical Hebrew
2 Kgs 23:9,ʔak  lō  yaʕălû  kōhănê  ha bāmôt  ʔel  mizbaḥ  yəhwāh  bi yrûšālāim  kî  ʔim  ʔākəlû  maṣṣôt  bə tôk  ʔăḥêhem,Classical Biblical Hebrew
1 Sam 8:22,wa yōmer  yəhwāh  ʔel  šəmûʔēl  šəmaʕ  bə qôlām  wə himlaktā  lāhem  melek  wa yōmer  šəmûʔēl  ʔel  ʔanšê  yiśrāʔēl  ləkû  ʔîš  lə ʕîrô,Classical Biblical Hebrew
1 Sam 9:14,wa yaʕălû  hā ʕîr  hēmmā  bāʔîm  bə tôk  hā ʕîr  wə hinnē  šəmûʔēl  yōṣē  li qərātām  la ʕălôt  ha bāmoh,Classical Biblical Hebrew
2 Kgs 10:19,wə ʕattā  kol  nəbîʔê  ha baʕal  kol  ʕōbədāʸw  wə kol  kōhănāʸw  qirʔû  ʔēlay  ʔîš  ʔal  yippāqēd  kî  zebaḥ  gādôl  lî  la  baʕal  kōl  ʔăšer  yippāqēd  lō  yiḥyê  wə yēhû  ʕāśā  bə ʕoqbā  ləmaʕan  haʔăbîd  ʔet  ʕōbədê  ha bāʕal,Classical Biblical Hebrew
2 Kgs 6:25,wa yəhî  rāʕāb  gādôl  bə šōmərôn  wə hinnē  ṣārîm  ʕālêhā  ʕad  hĕʸôt  rōš  ḥămôr  bi šəmōnîm  kesep  wə rōbaʕ  ha qab  dibyônîm  ba ḥămiššā  kāsep,Classical Biblical Hebrew
2 Kgs 6:14,wa yišlaḥ  šāmmā  sûsîm  wə rekeb  wə ḥayil  kābēd  wa yābōʔû  laylā  wa yaqqipû  ʕal  hā ʕîr,Classical Biblical Hebrew
2 Sam 10:16,wa yišlaḥ  hădadʕezer  wa yōṣē  ʔet  ʔărām  ʔăšer  mē ʕēber  ha nāhār  wa yābōʔû  ḥêlām  wə šôbak  śar  ṣəbā  hădadʕezer  li pənêhem,Classical Biblical Hebrew
1 Sam 17:52,wa yāqumû  ʔanšê  yiśrāʔēl  wi yhûdā  wa yāriʕû  wa yirdəpû  ʔet  ha pəlištîm  ʕad  bôʔăkā  gay  wə ʕad  šaʕărê  ʕeqrôn  wa yippəlû  ḥallê  pəlištîm  bə derek  šaʕărayim  wə ʕad  gat  wə ʕad  ʕeqrôn,Classical Biblical Hebrew
1 Kgs 3:3,wa yeʔĕhab  šəlōmō  ʔet  yəhwāh  lā leket  bə ḥuqqôt  dāwid  ʔābiʸw  raq  ba  bāmôt  hû  məzabbēaḥ  û maqṭîr,Classical Biblical Hebrew
2 Sam 12:15,wa yēlek  nātān  ʔel  bêtô  wa yiggōp  yəhwāh  ʔet  ha yeled  ʔăšer  yālədā  ʔēšet  ʔûriyyā  lə dāwid  wa yēʔānaš,Classical Biblical Hebrew
1 Kgs 13:23,wa yəhî  ʔaḥărê  ʔoklô  leḥem  wə ʔaḥărê  šətôtô  wa yaḥăboš  lô  ha ḥămôr  la  nābî  ʔăšer  hĕšîbô,Classical Biblical Hebrew
1 Sam 14:36,wa yōmer  šāʔûl  nērədā  ʔaḥărê  pəlištîm  laylā  wə nābōzā  bāhem  ʕad  ʔôr  ha bōqer  wə lō  našʔēr  bāhem  ʔîš  wa yōmərû  kol  ha ṭôb  bə ʕênêkā  ʕăśē wa yōmer  ha kōhēn  niqrəbā  hălōm  ʔel  hā ʔĕlōhîm,Classical Biblical Hebrew
1 Kgs 13:7,wa yədabbēr  ha melek  ʔel  ʔîš  hā ʔĕlōhîm  bōʔā  ʔittî  ha bayətā  û səʕādā  wə ʔettənā  ləkā  mattāt,Classical Biblical Hebrew
2 Kgs 6:24,wa yəhî  ʔaḥărê  kēn  wa yiqbōṣ  ben hădad  melek  ʔărām  ʔet  kol  maḥănēhû  wa yaʕal  wa yāṣar  ʕal  šōmərôn,Classical Biblical Hebrew
1 Sam 25:30,wə hāyā  kî  yaʕăśê  yəhwāh  la ʔdōnî  kə kōl  ʔăšer  dibber  ʔet  ha ṭôbā  ʕālêkā  wə ṣiwwəkā  lə nāgîd  ʕal  yiśrāʔēl,Classical Biblical Hebrew
1 Sam 2:24,ʔal  bānāy  kî  lô  ṭôbā  ha šəmuʕā  ʔăšer  ʔānōkî  šōmēaʕ  maʕăbirîm  ʕam  yəhwāh,Classical Biblical Hebrew
1 Kgs 11:40,wa yəbaqqēš  šəlōmō  lə hāmît  ʔet  yārobʕām  wa yāqom  yārobʕām  wa yibraḥ  miṣrayim  ʔel  šîšaq  melek  miṣrayim  wa yəhî  bə miṣrayim  ʕad  môt  šəlōmō,Classical Biblical Hebrew
2 Sam 2:5,wa yišlaḥ  dāwid  malʔākîm  ʔel  ʔanšê  yābêš  gilʕād  wa yōmer  ʔălêhem  bərukîm  ʔattem  la yhwāh  ʔăšer  ʕăśîtem  ha ḥesed  ha zê  ʕim  ʔădōnêkem  ʕim  šāʔûl  wa tiqbərû  ʔōtô,Classical Biblical Hebrew
1 Sam 2:17,wa təhî  ḥaṭṭat  ha nəʕārîm  gədôlā  məʔōd  ʔet  pənê  yəhwāh  kî  niʔăṣû  hā ʔănāšîm  ʔēt  minḥat  yəhwāh,Classical Biblical Hebrew
1 Sam 31:8,wa yəhî  mi moḥᵒrāt  wa yābōʔû  pəlištîm  lə paššēṭ  ʔet  ha ḥălālîm  wa yimṣəʔû  ʔet  šāʔûl  wə ʔet  šəlōšet  bānāʸw  nōpəlîm  bə har  ha gilbōaʕ,Classical Biblical Hebrew
2 Kgs 3:16,wa yōmer  kō  ʔāmar  yəhwāh  ʕāśō  ha naḥal  ha zê  gēbîm  gēbîm,Classical Biblical Hebrew
2 Sam 2:2,wa yaʕal  šām  dāwid  wə gam  šəttê  nāšāʸw  ʔăḥînōʕam  ha yizrəʕēlît  wa ʔăbîgayil  ʔēšet  nābāl  ha karməlî,Classical Biblical Hebrew
1 Kgs 20:14,wa yōmer  ʔaḥʔāb  bə mî  wa yōmer  kō  ʔāmar  yəhwāh  bə naʕărê  śārê  ha mədînôt  wa yōmer  mî  yesōr  ha milḥāmā  wa yōmer  ʔāttā,Classical Biblical Hebrew
2 Sam 19:23,wa yōmer  dāwid  mah  lî  wə lākem  bənê  ṣərûyā  kî  tihyû  lî  ha yôm  lə śāṭān  ha yôm  yûmat  ʔîš  bə yiśrāʔēl  kî  hă lô  yādaʕtî  kî  ha yôm  ʔănî  melek  ʕal  yiśrāʔēl,Classical Biblical Hebrew
2 Kgs 21:5,wa yiben  mizbəḥôt  lə kol  ṣəbā  ha šāmāyim  bi šəttê  ḥaṣrôt  bêt  yəhwāh,Classical Biblical Hebrew
1 Sam 9:10,wa yōmer  šāʔûl  lə naʕărô  ṭôb  dəbārəkā  ləkā  nēlēkā  wa yēləkû  ʔel  hā ʕîr  ʔăšer  šām  ʔîš  hā ʔĕlōhîm,Classical Biblical Hebrew
1 Sam 11:14,wa yōmer  šəmûʔēl  ʔel  hā ʕām  ləkû  wə nēləkā  ha gilgāl  û nəḥaddēš  šām  ha məlûkā,Classical Biblical Hebrew
2 Kgs 21:21,wa yēlek  bə kol  ha derek  ʔăšer  hālak  ʔābiʸw  wa yaʕăbōd  ʔet  ha gillulîm  ʔăšer  ʕābad  ʔābiʸw  wa yištaḥû  lāhem,Classical Biblical Hebrew
2 Sam 21:10,wa tiqqaḥ  riṣpā  bat  ʔayyā  ʔet  ha śaq  wa taṭṭēhû  lāh  ʔel  ha ṣûr  mi təḥillat  qāṣîr  ʕad  nittak  mayim  ʕălêhem  min  ha šāmāyim  wə lō  nātənā  ʕôp  ha šāmayim  lā nûaḥ  ʕălêhem  yômām  wə ʔet  ḥayyat  ha śādê  lāyəlā,Classical Biblical Hebrew
1 Kgs 6:33,wə kēn  ʕāśā  lə petaḥ  ha hêkāl  məzûzôt  ʕăṣê  šāmen  mē ʔēt  rəbiʕît,Classical Biblical Hebrew
2 Kgs 22:7,ʔak  lō  yēḥāšēb  ʔittām  ha kesep  ha nittān  ʕal  yādām  kî  be ʔĕmûnā  hēm  ʕōśîm,Classical Biblical Hebrew
1 Kgs 2:35,wa yittēn  ha melek  ʔet  bənāyāhû  ben  yəhôyādāʕ  taḥtāʸw  ʕal  ha ṣābā  wə ʔet  ṣādôq  ha kōhēn  nātan  ha melek  taḥat  ʔebyātār,Classical Biblical Hebrew
2 Sam 12:1,wa yišlaḥ  yəhwāh  ʔet  nātān  ʔel  dāwid  wa yābō  ʔēlāʸw  wa yōmer  lô  šənê  ʔănāšîm  hāyû  bə ʕîr  ʔeḥāt  ʔeḥād  ʕāšîr  wə ʔeḥād  rāš,Classical Biblical Hebrew
1 Kgs 11:28,wə hā ʔîš  yārobʕām  gibbôr  ḥāyil  wa yar  šəlōmō  ʔet  ha naʕar  kî  ʕōśē  məlākā  hû  wa yapqēd  ʔōtô  lə kol  sēbel  bêt  yôsēp,Classical Biblical Hebrew
1 Sam 4:18,wa yəhî  kə hazkîrô  ʔet  ʔărôn  hā ʔĕlōhîm  wa yippōl  mē ʕal  ha kissē  ʔăḥōrannît  bəʕad  yad  ha šaʕar  wa tiššābēr  mapraqtô  wa yāmōt  kî  zāqēn  hā ʔîš  wə kābēd  wə hû  šāpaṭ  ʔet  yiśrāʔēl  ʔarbāʕîm  šānā,Classical Biblical Hebrew
1 Kgs 10:19,šēš  maʕălôt  la  kissē  wə rōš  ʕāgōl  la  kissē  mē ʔaḥărāʸw  wə yādōt  mi zê  û mi zê  ʔel  məqôm  ha šābet  û šənayim  ʔărāyôt  ʕōmədîm  ʔēṣel  ha yādôt,Classical Biblical Hebrew
1 Sam 17:11,wa yišmaʕ  šāʔûl  wə kol  yiśrāʔēl  ʔet  dibrê  ha pəlištî  hā ʔēllê  wa yēḥattû  wa yirʔû  məʔōd,Classical Biblical Hebrew
2 Sam 23:31,ʔăbî ʕaləbôn  hā ʕarəbātî  ʕazmāwet  ha barḥumî,Classical Biblical Hebrew
1 Kgs 11:29,wa yəhî  bā  ʕēt  ha hî  wə yārobʕām  yāṣā  mi yrûšālāim  wa yimṣā  ʔōtô  ʔăḥiyyā  ha šîlōnî  ha nābî  ba  derek  wə hû  mitkassê  bə śalmā  ḥădāšā  û šənêhem  lə baddām  ba  śādê,Classical Biblical Hebrew
2 Kgs 17:26,wa yōmərû  lə melek  ʔaššûr  lē ʔmōr  ha gôyim  ʔăšer  higlîtā  wa tôšeb  bə ʕārê  šōmərôn  lō  yādəʕû  ʔet  mišpaṭ  ʔĕlōhê  hā ʔāreṣ  wa yəšallaḥ  bām  ʔet  hā ʔărāyôt  wə hinnām  məmîtîm  ʔôtām  ka ʔăšer  ʔênām  yōdəʕîm  ʔet  mišpaṭ  ʔĕlōhê  hā ʔāreṣ,Classical Biblical Hebrew
1 Kgs 1:46,wə gam  yāšab  šəlōmō  ʕal  kissē  ha məlûkā,Classical Biblical Hebrew
2 Kgs 19:36,wa yissaʕ  wa yēlek  wa yāšob  sanḥērîb  melek  ʔaššûr  wa yēšeb  bə nînəwē,Classical Biblical Hebrew
1 Sam 20:40,wa yittēn  yəhônātān  ʔet  kēlāʸw  ʔel  ha naʕar  ʔăšer  lô  wa yōmer  lô  lēk  hābê  hā ʕîr,Classical Biblical Hebrew
1 Sam 20:27,wa yəhî  mi moḥᵒrat  ha ḥōdeš  ha šēnî  wa yippāqēd  məqôm  dāwid wa yōmer  šāʔûl  ʔel  yəhônātān  bənô  maddûaʕ  lō  bā  ben  yišay  gam  təmôl  gam  ha yôm  ʔel  ha lāḥem,Classical Biblical Hebrew
1 Kgs 2:30,wa yābō  bənāyāhû  ʔel  ʔōhel  yəhwāh  wa yōmer  ʔēlāʸw  kō  ʔāmar  ha melek  ṣē  wa yōmer  lō  kî  pō  ʔāmût  wa yāšeb  bənāyāhû  ʔet  ha melek  dābār  lē ʔmōr  kō  dibber  yôʔāb  wə kō  ʕānānî,Classical Biblical Hebrew
1 Sam 19:13,wa tiqqaḥ  mîkal  ʔet  ha tərāpîm  wa tāśem  ʔel  ha miṭṭā  wə ʔēt  kəbîr  hā ʕizzîm  śāmā  məraʔăšōtāʸw  wa təkas  ba  bāged,Classical Biblical Hebrew
1 Kgs 19:21,wa yāšob  mē ʔaḥărāʸw  wa yiqqaḥ  ʔet  ṣemed  ha bāqār  wa yizbāḥēhû  û bi kəlî  ha bāqār  biššəlām  ha bāśār  wa yittēn  lā  ʕām  wa yōkēlû  wa yāqom  wa yēlek  ʔaḥărê  ʔēliyyāhû  wa yəšārətēhû,Classical Biblical Hebrew
1 Sam 13:19,wə ḥārāš  lō  yimmāṣē  bə kōl  ʔereṣ  yiśrāʔēl  kî  ʔāmərû  pəlištîm  pen  yaʕăśû  hā ʕibrîm  ḥereb  ʔô  ḥănît,Classical Biblical Hebrew
2 Sam 23:13,wa yērədû  šəlōšā  mē ha šəlōšîm  rōš  wa yābōʔû  ʔel  qāṣîr  ʔel  dāwid  ʔel  məʕārat  ʕădullām  wə ḥayyat  pəlištîm  ḥōnā  bə ʕēmeq  rəpāʔîm,Classical Biblical Hebrew
2 Sam 22:17,yišlaḥ  mi mārôm  yiqqāḥēnî  yamšēnî  mi mayim  rabbîm,Classical Biblical Hebrew
1 Sam 9:16,kā  ʕēt  māḥār  ʔešlaḥ  ʔēlêkā  ʔîš  mē ʔereṣ  binyāmin  û məšaḥtô  lə nāgîd  ʕal  ʕammî  yiśrāʔēl  wə hôšîaʕ  ʔet  ʕammî  mi yad  pəlištîm  kî  rāʔîtî  ʔet  ʕammî  kî  bāʔā  ṣaʕăqātô  ʔēlāy,Classical Biblical Hebrew
1 Sam 25:1,wa yāmot  šəmûʔēl  wa yiqqobṣû  kol  yiśrāʔēl  wa yispədû  lô  wa yiqbəruhû  bə bêtô  bā  rāmā  wa yāqom  dāwid  wa yēred  ʔel  midbar  pārān,Classical Biblical Hebrew
2 Kgs 10:6,wa yiktōb  ʔălêhem  sēper  šēnît  lē ʔmōr  ʔim  lî  ʔattem  û lə qōlî  ʔattem  šōməʕîm  qəḥû  ʔet  rāšê  ʔanšê  bənê  ʔădōnêkem  û bōʔû  ʔēlay  kā  ʕēt  māḥār  yizrəʕelā  û bənê  ha melek  šibʕîm  ʔîš  ʔet  gədōlê  hā ʕîr  məgaddəlîm  ʔôtām,Classical Biblical Hebrew
1 Kgs 12:23,ʔĕmōr  ʔel  rəḥabʕām  ben  šəlōmō  melek  yəhûdā  wə ʔel  kol  bêt  yəhûdā  û binyāmîn  wə yeter  hā ʕām  lē ʔmōr,Classical Biblical Hebrew
1 Sam 18:23,wa yədabbərû  ʕabədê  šāʔûl  bə ʔoznê  dāwid  ʔet  ha dəbārîm  hā ʔēllê  wa yōmer  dāwid  ha nəqallā  bə ʕênêkem  hitḥattēn  ba  melek  wə ʔānōkî  ʔîš  rāš  wə niqlê,Classical Biblical Hebrew
1 Kgs 7:34,wə ʔarbaʕ  kətēpôt  ʔel  ʔarbaʕ  pinnôt  ha məkōnā  hā ʔeḥāt  min  ha məkōnā  kətēpêhā,Classical Biblical Hebrew
1 Sam 2:25,ʔim  yeḥĕṭā  ʔîš  lə ʔîš  û pillô  ʔĕlōhîm  wə ʔim  la yhwāh  yeḥĕṭā  ʔîš  mî  yitpallel  lô  wə lō  yišməʕû  lə qôl  ʔăbîhem  kî  ḥāpēṣ  yəhwāh  la hămîtām,Classical Biblical Hebrew
1 Sam 7:5,wa yōmer  šəmûʔēl  qibṣû  ʔet  kol  yiśrāʔēl  ha miṣpātā  wə ʔetpallēl  baʕadəkem  ʔel  yəhwāh,Classical Biblical Hebrew
2 Kgs 7:9,wa yōmərû  ʔîš  ʔel  rēʕēhû  lō  kēn  ʔănaḥnû  ʕōśîm  ha yôm  ha zê  yôm  bəśōrā  hû  wa ʔănaḥnû  maḥšîm  wə ḥikkînû  ʕad  ʔôr  ha bōqer  û məṣāʔānû  ʕāwôn  wə ʕattā  ləkû  wə nābōʔā  wə naggîdā  bêt  ha melek,Classical Biblical Hebrew
1 Kgs 20:7,wa yiqrā  melek  yiśrāʔēl  lə kol  ziqnê  hā ʔāreṣ  wa yōmer  dəʕû  nā  û rəʔû  kî  rāʕā  zê  məbaqqēš  kî  šālaḥ  ʔēlay  lə nāšay  û lə bānay  û lə kaspî  wə li zəhābî  wə lō  mānaʕtî  mimmennû,Classical Biblical Hebrew
2 Kgs 21:23,wa yiqšərû  ʕabədê  ʔāmôn  ʕālāʸw  wa yāmîtû  ʔet  ha melek  bə bêtô,Classical Biblical Hebrew
1 Sam 17:44,wa yōmer  ha pəlištî  ʔel  dāwid  ləkā  ʔēlay  wə ʔettənā  ʔet  bəśārəkā  lə ʕôp  ha šāmayim  û lə bêĕmat  ha śādê,Classical Biblical Hebrew
1 Sam 14:27,wə yônātān  lō  šāmaʕ  bə hašbîaʕ  ʔābiʸw  ʔet  hā ʕām  wa yišlaḥ  ʔet  qəṣē  ha maṭṭê  ʔăšer  bə yādô  wa yiṭbōl  ʔôtāh  bə yaʕrat  ha dəbāš  wa yāšeb  yādô  ʔel  piʸw  wa tāʔōrənā  ʕênāʸw,Classical Biblical Hebrew
1 Kgs 8:39,wə ʔattā  tišmaʕ  ha šāmayim  məkôn  šibtekā  wə sālaḥtā  wə ʕāśîtā  wə nātattā  lā  ʔîš  kə kol  dərākāʸw  ʔăšer  tēdaʕ  ʔet  ləbābô  kî  ʔattā  yādaʕtā  lə baddəkā  ʔet  ləbab  kol  bənê  hā ʔādām,Classical Biblical Hebrew
2 Sam 11:17,wa yēṣəʔû  ʔanšê  hā ʕîr  wa yillāḥămû  ʔet  yôʔāb  wa yippōl  min  hā ʕām  mē ʕabədê  dāwid  wa yāmot  gam  ʔûriyyā  ha ḥittî,Classical Biblical Hebrew
1 Sam 20:37,wa yābō  ha naʕar  ʕad  məqôm  ha ḥēṣî  ʔăšer  yārā  yəhônātān  wa yiqrā  yəhônātān  ʔaḥărê  ha naʕar  wa yōmer  hă lô  ha ḥēṣî  mimməkā  wā hāləʔā,Classical Biblical Hebrew
1 Sam 30:19,wə lō  neʕdar  lāhem  min  ha qāṭōn  wə ʕad  ha gādôl  wə ʕad  bānîm  û bānôt  û mi šālāl  wə ʕad  kol  ʔăšer  lāqəḥû  lāhem  ha kōl  hēšîb  dāwid,Classical Biblical Hebrew
1 Sam 8:18,û zəʕaqtem  ba  yôm  ha hû  mi li pənê  malkəkem  ʔăšer  bəḥartem  lākem  wə lō  yaʕănê  yəhwāh  ʔetəkem  ba  yôm  ha hû,Classical Biblical Hebrew
2 Kgs 18:8,hû  hikkā  ʔet  pəlištîm  ʕad  ʕazzā  wə ʔet  gəbûlêhā  mi migdal  nôṣərîm  ʕad  ʕîr  mibṣār,Classical Biblical Hebrew
2 Kgs 18:17,wa yišlaḥ  melek  ʔaššûr  ʔet  tartān  wə ʔet  rab  sārîs  wə ʔet  rab šāqē  min  lākîš  ʔel  ha melek  ḥizqiyyāhû  bə ḥêl  kābēd  yərûšālāim  wa yaʕălû  wa yābōʔû  yərûšālaim  wa yaʕălû  wa yābōʔû  wa yaʕamədû  bi təʕālat  ha bərēkā  hā ʕelyônā  ʔăšer  bi məsillat  śədē  kôbēs,Classical Biblical Hebrew
1 Sam 1:1,wa yəhî  ʔîš  ʔeḥād  min  hā rāmātayim  ṣôpîm  mē har  ʔeprāyim  û šəmô  ʔelqānā  ben  yərōḥām  ben  ʔĕlîhû  ben  tōḥû  ben  ṣûp  ʔeprātî,Classical Biblical Hebrew
1 Kgs 22:47,wə yeter  ha qādēš  ʔăšer  nišʔar  bi ymê  ʔāsā  ʔābiʸw  biʕēr  min  hā ʔāreṣ,Classical Biblical Hebrew
1 Kgs 12:22,wa yəhî  dəbar  hā ʔĕlōhîm  ʔel  šəmaʕyā  ʔîš  hā ʔĕlōhîm  lē ʔmōr,Classical Biblical Hebrew
1 Kgs 22:17,wa yōmer  rāʔîtî  ʔet  kol  yiśrāʔēl  nəpōṣîm  ʔel  he hārîm  ka  ṣōn  ʔăšer  ʔên  lāhem  rōʕê  wa yōmer  yəhwāh  lō  ʔădōnîm  lā ʔēllê  yāšûbû  ʔîš  lə bêtô  bə šālôm,Classical Biblical Hebrew
2 Sam 23:34,ʔĕlîpeleṭ  ben  ʔăḥasbay  ben  ha maʕăkātî ʔĕlîʕām  ben  ʔăḥîtōpel  ha gilōnî,Classical Biblical Hebrew
2 Sam 20:19,ʔānōkî  šəlumê  ʔĕmûnê  yiśrāʔēl  ʔattā  məbaqqēš  lə hāmît  ʕîr  wə ʔēm  bə yiśrāʔēl  lāmmā  təballaʕ  naḥălat  yəhwāh,Classical Biblical Hebrew
1 Kgs 4:9,ben  deqer  bə māqaṣ  û bə šaʕaləbîm  û bêt šāmeš  wə ʔêlôn  bêt ḥānān,Classical Biblical Hebrew
2 Kgs 13:14,we ʔĕlîšāʕ  ḥālā  ʔet  ḥolyô  ʔăšer  yāmût  bô  wa yēred  ʔēlāʸw  yôʔāš  melek  yiśrāʔēl  wa yēbk  ʕal  pānāʸw  wa yōmar  ʔābî  ʔābî  rekeb  yiśrāʔēl  û pārāšāʸw,Classical Biblical Hebrew
1 Sam 12:10,wa yizʕăqû  ʔel  yəhwāh  wa yōmərû  ḥāṭānû  kî  ʕāzabnû  ʔet  yəhwāh  wa naʕăbōd  ʔet  ha bəʕālîm  wə ʔet  hā ʕaštārôt  wə ʕattā  haṣṣîlēnû  mi yad  ʔōyəbênû  wə naʕabədekkā,Classical Biblical Hebrew
1 Kgs 9:27,wa yišlaḥ  ḥîrām  bā  ʔᵒnî  ʔet  ʕăbādāʸw  ʔanšê  ʔᵒniyyôt  yōdəʕê  ha yom  ʕim  ʕabədê  šəlōmō,Classical Biblical Hebrew
2 Kgs 24:2,wa yəšallaḥ  yəhwāh  bô  ʔet  gədûdê  kaśdîm  wə ʔet  gədûdê  ʔărām  wə ʔēt  gədûdê  môʔāb  wə ʔēt  gədûdê  bənê  ʕammôn  wa yəšalləḥēm  bi yhûdā  lə haʔăbîdô  ki dəbar  yəhwāh  ʔăšer  dibber  bə yad  ʕăbādāʸw  ha nəbîʔîm,Classical Biblical Hebrew
2 Sam 11:8,wa yōmer  dāwid  lə ʔûriyyā  rēd  lə bêtəkā  û rəḥaṣ  raglêkā  wa yēṣē  ʔûriyyā  mi bêt  ha melek  wa tēṣē  ʔaḥărāʸw  maśʔat  ha melek,Classical Biblical Hebrew
2 Sam 18:3,wa yōmer  hā ʕām  lō  tēṣē  kî  ʔim  nōs  nānûs  lō  yāśîmû  ʔēlênû  lēb  wə ʔim  yāmutû  ḥeṣyēnû  lō  yāśîmû  ʔēlênû  lēb  kî  ʕattā  kāmōnû  ʕăśārā  ʔălāpîm  wə ʕattā  ṭôb  kî  tihyê  lānû  mē ʕîr  la ʕəzôr,Classical Biblical Hebrew
1 Sam 2:5,śəbēʕîm  ba  leḥem  niśkārû  û rəʕēbîm  ḥādēllû  ʕad  ʕăqārā  yālədā  šibʕā  wə rabbat  bānîm  ʔumlālā,Classical Biblical Hebrew
1 Kgs 8:20,wa yāqem  yəhwāh  ʔet  dəbārô  ʔăšer  dibbēr  wā ʔāqum  taḥat  dāwid  ʔābî  wā ʔēšēb  ʕal  kissē  yiśrāʔēl  ka ʔăšer  dibber  yəhwāh  wā ʔebnê  ha bayit  lə šēm  yəhwāh  ʔĕlōhê  yiśrāʔēl,Classical Biblical Hebrew
2 Kgs 5:21,wa yirdōp  gêḥăzî  ʔaḥărê  naʕămān  wa yirʔê  naʕămān  rāṣ  ʔaḥărāʸw  wa yippōl  mē ʕal  ha merkābā  li qərātô  wa yōmer  hă šālôm,Classical Biblical Hebrew
1 Sam 1:15,wa taʕan  ḥannā  wa tōmer  lō  ʔădōnî  ʔiššā  qəšat  rûaḥ  ʔānōkî  wə yayin  wə šēkār  lō  šātîtî  wā ʔešpōk  ʔet  napšî  li pənê  yəhwāh,Classical Biblical Hebrew
