Verse,Text,Stage
2 Sam 17:4,wa yîšar  ha dābār  bə ʕênê  ʔabšālōm  û bə ʕênê  kol  ziqnê  yiśrāʔēl,Classical Biblical Hebrew
2 Sam 17:5,wa yōmer  ʔabšālôm  qərā  nā  gam  lə ḥûšay  hā ʔarkî  wə nišməʕā  mah  bə piʸw  gam  hû,Classical Biblical Hebrew
2 Sam 17:6,wa yābō  ḥûšay  ʔel  ʔabšālôm  wa yōmer  ʔabšālôm  ʔēlāʸw  lē ʔmōr  ka  dābār  ha zê  dibber  ʔăḥîtōpel  hă naʕăśê  ʔet  dəbārô  ʔim  ʔayin  ʔattā  dabbēr,Classical Biblical Hebrew
2 Sam 17:7,wa yōmer  ḥûšay  ʔel  ʔabšālôm  lō  ṭôbā  hā ʕēṣā  ʔăšer  yāʕaṣ  ʔăḥîtōpel  ba  paʕam  ha zōt,Classical Biblical Hebrew
2 Sam 17:8,wa yōmer  ḥûšay  ʔattā  yādaʕtā  ʔet  ʔābîkā  wə ʔet  ʔănāšāʸw  kî  gibbōrîm  hēmmā  û mārê  nepeš  hēmmā  kə dōb  šakkûl  ba  śādê  wə ʔābîkā  ʔîš  milḥāmā  wə lō  yālîn  ʔet  hā ʕām,Classical Biblical Hebrew
2 Sam 17:9,hinnē  ʕattā  hû  neḥbā  bə ʔaḥat  ha pəḥātîm  ʔô  bə ʔaḥad  ha məqômōt  wə hāyā  ki nəpōl  bāhem  ba  təḥillā  wə šāmaʕ  ha šōmēaʕ  wə ʔāmar  hāyətā  maggēpā  bā  ʕām  ʔăšer  ʔaḥărê  ʔabšālōm,Classical Biblical Hebrew
2 Sam 17:10,wə hû  gam  ben  ḥayil  ʔăšer  libbô  kə lēb  hā ʔaryē  himmēs  yimmās  kî  yōdēaʕ  kol  yiśrāʔēl  kî  gibbôr  ʔābîkā  û bənê  ḥayil  ʔăšer  ʔittô,Classical Biblical Hebrew
2 Sam 17:11,kî  yāʕaṣtî  hēʔāsōp  yēʔāsēp  ʕālêkā  kol  yiśrāʔēl  mi dān  wə ʕad  bəʔēr  šebaʕ  ka  ḥôl  ʔăšer  ʕal  ha yom  lā rōb  û pānêkā  hōləkîm  ba  qərāb,Classical Biblical Hebrew
2 Sam 17:12,û bānû  ʔēlāʸw  bə ʔaḥad  ha məqômōt  ʔăšer  nimṣā  šām  wə naḥnû  ʕālāʸw  ka ʔăšer  yippōl  ha ṭal  ʕal  hā ʔădāmā  wə lō  nôtar  bô  û bə kol  hā ʔănāšîm  ʔăšer  ʔittô  gam  ʔeḥād,Classical Biblical Hebrew
2 Sam 17:13,wə ʔim  ʔel  ʕîr  yēʔāsēp  wə hiśśîʔû  kol  yiśrāʔēl  ʔel  hā ʕîr  ha hî  ḥăbālîm  wə sāḥabnû  ʔōtô  ʕad  ha naḥal  ʕad  ʔăšer  lō  nimṣā  šām  gam  ṣərôr,Classical Biblical Hebrew
2 Sam 17:14,wa yōmer  ʔabšālôm  wə kol  ʔîš  yiśrāʔēl  ṭôbā  ʕăṣat  ḥûšay  hā ʔarkî  mē ʕăṣat  ʔăḥîtōpel  wa yhwāh  ṣiwwā  lə hāpēr  ʔet  ʕăṣat  ʔăḥîtōpel  ha ṭôbā  lə ba ʕăbûr  hābî  yəhwāh  ʔel  ʔabšālôm  ʔet  hā rāʕā,Classical Biblical Hebrew
2 Sam 17:15,wa yōmer  ḥûšay  ʔel  ṣādôq  wə ʔel  ʔebyātār  ha kōhănîm  kā zōt  wə kā zōt  yāʕaṣ  ʔăḥîtōpel  ʔet  ʔabšālōm  wə ʔēt  ziqnê  yiśrāʔēl  wə kā zōt  wə kā zōt  yāʕaṣtî  ʔānî,Classical Biblical Hebrew
2 Sam 17:16,wə ʕattā  šilḥû  məhērā  wə haggîdû  lə dāwid  lē ʔmōr  ʔal  tālen  ha laylā  bə ʕarəbôt  ha midbār  wə gam  ʕābôr  taʕăbôr  pen  yəbullaʕ  la  melek  û lə kol  hā ʕām  ʔăšer  ʔittô,Classical Biblical Hebrew
2 Sam 17:17,wi yhônātān  wa ʔăḥîmaʕaṣ  ʕōmədîm  bə ʕên rōgēl  wə hāləkā  ha šipḥā  wə higgîdā  lāhem  wə hēm  yēləkû  wə higgîdû  la  melek  dāwid  kî  lō  yûkəlû  lə hērāʔôt  lā bô  hā ʕîrā,Classical Biblical Hebrew
2 Sam 17:18,wa yar  ʔōtām  naʕar  wa yaggēd  lə ʔabšālōm  wa yēləkû  šənêhem  məhērā  wa yābōʔû  ʔel  bêt  ʔîš  bə baḥûrîm  wə lô  bəʔēr  ba ḥăṣērô  wa yērədû  šām,Classical Biblical Hebrew
2 Sam 17:19,wa tiqqaḥ  hā ʔiššā  wa tiprōś  ʔet  ha māsāk  ʕal  pənê  ha bəʔēr  wa tišṭaḥ  ʕālāʸw  hā ripôt  wə lō  nôdaʕ  dābār,Classical Biblical Hebrew
2 Sam 17:20,wa yābōʔû  ʕabədê  ʔabšālôm  ʔel  hā ʔiššā  ha bayətā  wa yōmərû  ʔayyē  ʔăḥîmaʕaṣ  wi yhônātān  wa tōmer  lāhem  hā ʔiššā  ʕābərû  mîkal  ha māyim  wa yəbaqšû  wə lō  māṣāʔû  wa yāšubû  yərûšālāim,Classical Biblical Hebrew
2 Sam 17:21,wa yəhî  ʔaḥărê  lektām  wa yaʕălû  mē ha bəʔēr  wa yēləkû  wa yaggidû  la  melek  dāwid  wa yōmərû  ʔel  dāwid  qûmû  wə ʕibrû  məhērā  ʔet  ha mayim  kî  kākā  yāʕaṣ  ʕălêkem  ʔăḥîtōpel,Classical Biblical Hebrew
2 Sam 17:22,wa yāqom  dāwid  wə kol  hā ʕām  ʔăšer  ʔittô  wa yaʕabrû  ʔet  ha yardēn  ʕad  ʔôr  ha bōqer  ʕad  ʔaḥad  lō  neʕdār  ʔăšer  lō  ʕābar  ʔet  ha yardēn,Classical Biblical Hebrew
2 Sam 17:23,wa ʔăḥîtōpel  rāʔā  kî  lō  neʕeśətā  ʕăṣātô  wa yaḥăbōš  ʔet  ha ḥămôr  wa yāqom  wa yēlek  ʔel  bêtô  ʔel  ʕîrô  wa yəṣaw  ʔel  bêtô  wa yēḥānaq  wa yāmot  wa yiqqābēr  bə qeber  ʔābiʸw,Classical Biblical Hebrew
2 Sam 17:24,wə dāwid  bā  maḥănāyəmā  wə ʔabšālōm  ʕābar  ʔet  ha yardēn  hû  wə kol  ʔîš  yiśrāʔēl  ʕimmô,Classical Biblical Hebrew
2 Sam 17:25,wə ʔet  ʕămāśā  śām  ʔabšālōm  taḥat  yôʔāb  ʕal  ha ṣābā  wa ʕămāśā  ben  ʔîš  û šəmô  yitrā  ha yiśrəʔēlî  ʔăšer  bā  ʔel  ʔăbîgal  bat  nāḥāš  ʔăḥôt  ṣərûyā  ʔēm  yôʔāb,Classical Biblical Hebrew
2 Sam 17:26,wa yiḥan  yiśrāʔēl  wə ʔabšālōm  ʔereṣ  ha gilʕād,Classical Biblical Hebrew
2 Sam 17:27,wa yəhî  kə bô  dāwid  maḥănāyəmā  wə šōbî  ben  nāḥāš  mē rabbat  bənê  ʕammôn  û mākîr  ben  ʕammîʔēl  mi lō dəbār  û barzillay  ha gilʕādî  mē rōgəlîm,Classical Biblical Hebrew
2 Sam 17:28,miškāb  wə sappôt  û kəlî  yôṣēr  wə ḥiṭṭîm  û śəʕōrîm  wə qemaḥ  wə qālî  û pôl  wa ʕădāšîm  wə qālî,Classical Biblical Hebrew
2 Sam 17:29,û dəbaš  wə ḥemʔā  wə ṣōn  û šəpôt  bāqār  higgîšû  lə dāwid  wə lā  ʕām  ʔăšer  ʔittô  le ʔĕkôl  kî  ʔāmərû  hā ʕām  rāʕēb  wə ʕāyēp  wə ṣāmē  ba  midbār,Classical Biblical Hebrew
2 Sam 18:1,wa yipqōd  dāwid  ʔet  hā ʕām  ʔăšer  ʔittô  wa yāśem  ʕălêhem  śārê  ʔălāpîm  wə śārê  mēʔôt,Classical Biblical Hebrew
2 Sam 18:2,wa yəšallaḥ  dāwid  ʔet  hā ʕām  ha šəlišît  bə yad  yôʔāb  wə ha šəlišît  bə yad  ʔăbîšay  ben  ṣərûyā  ʔăḥî  yôʔāb  wə ha šəlišit  bə yad  ʔittay  ha gittî wa yōmer  ha melek  ʔel  hā ʕām  yāṣō  ʔēṣē  gam  ʔănî  ʕimmākem,Classical Biblical Hebrew
2 Sam 18:3,wa yōmer  hā ʕām  lō  tēṣē  kî  ʔim  nōs  nānûs  lō  yāśîmû  ʔēlênû  lēb  wə ʔim  yāmutû  ḥeṣyēnû  lō  yāśîmû  ʔēlênû  lēb  kî  ʕattā  kāmōnû  ʕăśārā  ʔălāpîm  wə ʕattā  ṭôb  kî  tihyê  lānû  mē ʕîr  la ʕəzôr,Classical Biblical Hebrew
2 Sam 18:4,wa yōmer  ʔălêhem  ha melek  ʔăšer  yîṭab  bə ʕênêkem  ʔeʕĕśê  wa yaʕămōd  ha melek  ʔel  yad  ha šaʕar  wə kol  hā ʕām  yāṣəʔû  lə mēʔôt  wə la ʔălāpîm,Classical Biblical Hebrew
2 Sam 18:5,wa yəṣaw  ha melek  ʔet  yôʔāb  wə ʔet  ʔăbîšay  wə ʔet  ʔittay  lē ʔmōr  lə ʔaṭ  lî  la  naʕar  lə ʔabšālôm  wə kol  hā ʕām  šāməʕû  bə ṣawwōt  ha melek  ʔet  kol  ha śārîm  ʕal  dəbar  ʔabšālôm,Classical Biblical Hebrew
2 Sam 18:6,wa yēṣē  hā ʕām  ha śādê  li qərat  yiśrāʔēl  wa təhî  ha milḥāmā  bə yaʕar  ʔeprāyim,Classical Biblical Hebrew
2 Sam 18:7,wa yinnāgəpû  šām  ʕam  yiśrāʔēl  li pənê  ʕabədê  dāwid  wa təhî  šām  ha maggēpā  gədôlā  ba  yôm  ha hû  ʕeśrîm  ʔālep,Classical Biblical Hebrew
2 Sam 18:8,wa təhî  šām  ha milḥāmā  nāpôṣet  ʕal  pənê  kol  hā ʔāreṣ  wa yereb  ha yaʕar  le ʔĕkōl  bā  ʕām  mē ʔăšer  ʔākəlā  ha ḥereb  ba  yôm  ha hû,Classical Biblical Hebrew
2 Sam 18:9,wa yiqqārē  ʔabšālôm  li pənê  ʕabədê  dāwid  wə ʔabšālôm  rōkēb  ʕal  ha pered  wa yābō  ha pered  taḥat  śôbek  hā ʔēlā  ha gədôlā  wa yeḥĕzaq  rōšô  bā  ʔēlā  wa yuttan  bên  ha šāmayim  û bên  hā ʔāreṣ  wə ha pered  ʔăšer  taḥtāʸw  ʕābār,Classical Biblical Hebrew
2 Sam 18:10,wa yar  ʔîš  ʔeḥād  wa yaggēd  lə yôʔāb  wa yōmer  hinnē  rāʔîtî  ʔet  ʔabšālōm  tālûy  bā  ʔēlā,Classical Biblical Hebrew
2 Sam 18:11,wa yōmer  yôʔāb  lā  ʔîš  ha maggîd  lô  wə hinnē  rāʔîtā  û maddûaʕ  lō  hikkîtô  šām  ʔārəṣā  wə ʕālay  lā tet  ləkā  ʕăśārā  kesep  wa ḥăgōrā  ʔeḥāt,Classical Biblical Hebrew
2 Sam 18:12,wa yōmer  hā ʔîš  ʔel  yôʔāb  wə lû  ʔānōkî  šōqēl  ʕal  kappay  ʔelep  kesep  lō  ʔešlaḥ  yādî  ʔel  ben  ha melek  kî  bə ʔoznênû  ṣiwwā  ha melek  ʔōtəkā  wə ʔet  ʔăbîšay  wə ʔet  ʔittay  lē ʔmōr  šimrû  mî  ba  naʕar  bə ʔabšālôm,Classical Biblical Hebrew
2 Sam 18:13,ʔô  ʕāśîtî  bə napšî  šeqer  wə kol  dābār  lō  yikkāḥēd  min  ha melek  wə ʔattā  tityaṣṣēb  mi neged,Classical Biblical Hebrew
2 Sam 18:14,wa yōmer  yôʔāb  lō  kēn  ʔōḥîlā  lə pānêkā  wa yiqqaḥ  šəlōšā  šəbāṭîm  bə kappô  wa yitqāʕēm  bə lēb  ʔabšālôm  ʕôdennû  ḥay  bə lēb  hā ʔēlā,Classical Biblical Hebrew
2 Sam 18:15,wa yāsōbbû  ʕăśārā  nəʕārîm  nōśəʔê  kəlê  yôʔāb  wa yakkû  ʔet  ʔabšālôm  wa yəmîtuhû,Classical Biblical Hebrew
2 Sam 18:16,wa yitqaʕ  yôʔāb  ba  šōpār  wa yāšob  hā ʕām  mi rədōp  ʔaḥărê  yiśrāʔēl  kî  ḥāśak  yôʔāb  ʔet  hā ʕām,Classical Biblical Hebrew
2 Sam 18:17,wa yiqḥû  ʔet  ʔabšālôm  wa yašlîkû  ʔōtô  ba  yaʕar  ʔel  ha paḥat  ha gādôl  wa yaṣṣibû  ʕālāʸw  gal  ʔăbānîm  gādôl  məʔōd  wə kol  yiśrāʔēl  nāsû  ʔîš  lə ʔōholāʸw,Classical Biblical Hebrew
2 Sam 18:18,wə ʔabšālōm  lāqaḥ  wa yaṣṣeb  lô  bə ḥayyāʸw  ʔet  maṣṣebet  ʔăšer  bə ʕēmeq  ha melek  kî  ʔāmar  ʔên  lî  bēn  ba ʕăbûr  hazkîr  šəmî  wa yiqrā  la  maṣṣebet  ʕal  šəmô  wa yiqqārē  lāh  yad  ʔabšālōm  ʕad  ha yôm  ha zê,Classical Biblical Hebrew
2 Sam 18:19,wa ʔăḥîmaʕaṣ  ben  ṣādôq  ʔāmar  ʔārûṣā  nā  wa ʔăbaśśərā  ʔet  ha melek  kî  šəpāṭô  yəhwāh  mi yad  ʔōyəbāʸw,Classical Biblical Hebrew
2 Sam 18:20,wa yōmer  lô  yôʔāb  lō  ʔîš  bəśōrā  ʔattā  ha yôm  ha zê  û biśśartā  bə yôm  ʔaḥēr  wə ha yôm  ha zê  lō  təbaśśēr  kî  ʕal  kēn  ben  ha melek  mēt,Classical Biblical Hebrew
2 Sam 18:21,wa yōmer  yôʔāb  la  kûšî  lēk  haggēd  la  melek  ʔăšer  rāʔîtā  wa yištaḥû  kûšî  lə yôʔāb  wa yārōṣ,Classical Biblical Hebrew
2 Sam 18:22,wa yōsep  ʕôd  ʔăḥîmaʕaṣ  ben  ṣādôq  wa yōmer  ʔel  yôʔāb  wi yhî  mā  ʔāruṣā  nā  gam  ʔānî  ʔaḥărê  ha kûšî  wa yōmer  yôʔāb  lāmmā  zê  ʔattā  rāṣ  bənî  û ləkā  ʔên  bəśôrā  mōṣēt,Classical Biblical Hebrew
2 Sam 18:23,wi yhî  mā  ʔārûṣ  wa yōmer  lô  rûṣ  wa yāroṣ  ʔăḥîmaʕaṣ  derek  ha kikkār  wa yaʕăbōr  ʔet  ha kûšî,Classical Biblical Hebrew
2 Sam 18:24,wə dāwid  yôšēb  bên  šənê  ha šəʕārîm  wa yēlek  ha ṣōpê  ʔel  gag  ha šaʕar  ʔel  ha ḥômā  wa yiśśā  ʔet  ʕênāʸw  wa yar  wə hinnē  ʔîš  rāṣ  lə baddô,Classical Biblical Hebrew
2 Sam 18:25,wa yiqrā  ha ṣōpê  wa yaggēd  la  melek  wa yōmer  ha melek  ʔim  lə baddô  bəśôrā  bə piʸw  wa yēlek  hālôk  wə qārēb,Classical Biblical Hebrew
2 Sam 18:26,wa yar  ha ṣōpê  ʔîš  ʔaḥēr  rāṣ  wa yiqrā  ha ṣōpê  ʔel  ha šōʕēr  wa yōmer  hinnē  ʔîš  rāṣ  lə baddô  wa yōmer  ha melek  gam  zê  məbaśśēr,Classical Biblical Hebrew
2 Sam 18:27,wa yōmer  ha ṣōpê  ʔănî  rōʔê  ʔet  mərûṣat  hā rišôn  ki məruṣat  ʔăḥîmaʕaṣ  ben  ṣādôq  wa yōmer  ha melek  ʔîš  ṭôb  zê  wə ʔel  bəśôrā  ṭôbā  yābô,Classical Biblical Hebrew
2 Sam 18:28,wa yiqrā  ʔăḥîmaʕaṣ  wa yōmer  ʔel  ha melek  šālôm  wa yištaḥû  la  melek  lə ʔappāʸw  ʔārəṣā wa yōmer  bārûk  yəhwāh  ʔĕlōhêkā  ʔăšer  siggar  ʔet  hā ʔănāšîm  ʔăšer  nāśəʔû  ʔet  yādām  ba ʔdōnî  ha melek,Classical Biblical Hebrew
2 Sam 18:29,wa yōmer  ha melek  šālôm  la  naʕar  lə ʔabšālôm  wa yōmer  ʔăḥîmaʕaṣ  rāʔîtî  he hāmôn  ha gādôl  li šəlōaḥ  ʔet  ʕebed  ha melek  yôʔāb  wə ʔet  ʕabdekā  wə lō  yādaʕtî  mā,Classical Biblical Hebrew
2 Sam 18:30,wa yōmer  ha melek  sōb  hityaṣṣēb  kō  wa yissōb  wa yaʕămōd,Classical Biblical Hebrew
2 Sam 18:31,wə hinnē  ha kûšî  bā  wa yōmer  ha kûšî  yitbaśśēr  ʔădōnî  ha melek  kî  šəpāṭəkā  yəhwāh  ha yôm  mi yad  kol  ha qāmîm  ʕālêkā,Classical Biblical Hebrew
2 Sam 18:32,wa yōmer  ha melek  ʔel  ha kûšî  hă šālôm  la  naʕar  lə ʔabšālôm  wa yōmer  ha kûšî  yihyû  ka  naʕar  ʔōyəbê  ʔădōnî  ha melek  wə kōl  ʔăšer  qāmû  ʕālêkā  lə rāʕā,Classical Biblical Hebrew
2 Sam 19:1,wa yirgaz  ha melek  wa yaʕal  ʕal  ʕăliyyat  ha šaʕar  wa yēbk  wə kō  ʔāmar  bə lektô  bənî  ʔabšālôm  bənî  bənî  ʔabšālôm  mî  yittēn  mûtî  ʔănî  taḥtêkā  ʔabšālôm  bənî  bənî,Classical Biblical Hebrew
2 Sam 19:2,wa yuggad  lə yôʔāb  hinnē  ha melek  bōkê  wa yitʔabbēl  ʕal  ʔabšālōm,Classical Biblical Hebrew
2 Sam 19:3,wa təhî  ha təšuʕā  ba  yôm  ha hû  lə ʔēbel  lə kol  hā ʕām  kî  šāmaʕ  hā ʕām  ba  yôm  ha hû  lē ʔmōr  neʕĕṣab  ha melek  ʕal  bənô,Classical Biblical Hebrew
2 Sam 19:4,wa yitgannēb  hā ʕām  ba  yôm  ha hû  lā bô  hā ʕîr  ka ʔăšer  yitgannēb  hā ʕām  ha niklāmîm  bə nûsām  ba  milḥāmā,Classical Biblical Hebrew
2 Sam 19:5,wə ha melek  lāʔaṭ  ʔet  pānāʸw  wa yizʕaq  ha melek  qôl  gādôl  bənî  ʔabšālôm  ʔabšālôm  bənî  bənî,Classical Biblical Hebrew
2 Sam 19:6,wa yābō  yôʔāb  ʔel  ha melek  ha bāyit  wa yōmer  hōbaštā  ha yôm  ʔet  pənê  kol  ʕăbādêkā  ha məmalləṭîm  ʔet  napšəkā  ha yôm  wə ʔēt  nepeš  bānêkā  û bənōtêkā  wə nepeš  nāšêkā  wə nepeš  pilagšêkā,Classical Biblical Hebrew
2 Sam 19:7,lə ʔahăbā  ʔet  śōnəʔêkā  wə li śənō  ʔet  ʔōhăbêkā  kî  higgadtā  ha yôm  kî  ʔên  ləkā  śārîm  wa ʕăbādîm  kî  yādaʕtî  ha yôm  kî  lû  ʔabšālôm  ḥay  wə kullānû  ha yôm  mētîm  kî  ʔāz  yāšār  bə ʕênêkā,Classical Biblical Hebrew
2 Sam 19:8,wə ʕattā  qûm  ṣē  wə dabbēr  ʕal  lēb  ʕăbādêkā  kî  ba yhwāh  nišbaʕtî  kî  ʔênəkā  yôṣē  ʔim  yālîn  ʔîš  ʔittəkā  ha laylā  wə rāʕā  ləkā  zōt  mi kol  hā rāʕā  ʔăšer  bāʔā  ʕālêkā  mi nəʕurêkā  ʕad  ʕāttā,Classical Biblical Hebrew
2 Sam 19:9,wa yāqom  ha melek  wa yēšeb  ba  šāʕar  û lə kol  hā ʕām  higgîdû  lē ʔmōr  hinnē  ha melek  yôšēb  ba  šaʕar  wa yābō  kol  hā ʕām  li pənê  ha melek  wə yiśrāʔēl  nās  ʔîš  lə ʔōholāʸw,Classical Biblical Hebrew
2 Sam 19:10,wa yəhî  kol  hā ʕām  nādôn  bə kol  šibṭê  yiśrāʔēl  lē ʔmōr  ha melek  hiṣṣîlānû  mi kap  ʔōyəbênû  wə hû  milləṭānû  mi kap  pəlištîm  wə ʕattā  bāraḥ  min  hā ʔāreṣ  mē ʕal  ʔabšālôm,Classical Biblical Hebrew
2 Sam 19:11,wə ʔabšālôm  ʔăšer  māšaḥnû  ʕālênû  mēt  ba  milḥāmā  wə ʕattā  lāmā  ʔattem  maḥărišîm  lə hāšîb  ʔet  ha melek,Classical Biblical Hebrew
2 Sam 19:12,wə ha melek  dāwid  šālaḥ  ʔel  ṣādôq  wə ʔel  ʔebyātār  ha kōhănîm  lē ʔmōr  dabbərû  ʔel  ziqnê  yəhûdā  lē ʔmōr  lāmmā  tihyû  ʔaḥărōnîm  lə hāšîb  ʔet  ha melek  ʔel  bêtô  û dəbar  kol  yiśrāʔēl  bā  ʔel  ha melek  ʔel  bêtô,Classical Biblical Hebrew
2 Sam 19:13,ʔaḥay  ʔattem  ʕaṣmî  û bəśārî  ʔattem  wə lāmmā  tihyû  ʔaḥărōnîm  lə hāšîb  ʔet  ha melek,Classical Biblical Hebrew
2 Sam 19:14,wə la ʕămāśā  tōmərû  hă lô  ʕaṣmî  û bəśārî  ʔāttā  kō  yaʕăśê  lî  ʔĕlōhîm  wə kō  yôsîp  ʔim  lō  śar  ṣābā  tihyê  lə pānay  kol  ha yāmîm  taḥat  yôʔāb,Classical Biblical Hebrew
2 Sam 19:15,wa yaṭ  ʔet  ləbab  kol  ʔîš  yəhûdā  kə ʔîš  ʔeḥād  wa yišləḥû  ʔel  ha melek  šûb  ʔattā  wə kol  ʕăbādêkā,Classical Biblical Hebrew
2 Sam 19:16,wa yāšob  ha melek  wa yābō  ʕad  ha yardēn  wi yhûdā  bā  ha gilgālā  lā leket  li qərat  ha melek  lə haʕăbîr  ʔet  ha melek  ʔet  ha yardēn,Classical Biblical Hebrew
2 Sam 19:17,wa yəmahēr  šimʕî  ben  gērā  ben  ha yəmînî  ʔăšer  mi baḥûrîm  wa yēred  ʕim  ʔîš  yəhûdā  li qərat  ha melek  dāwid,Classical Biblical Hebrew
2 Sam 19:18,wə ʔelep  ʔîš  ʕimmô  mi binyāmin  wə ṣîbā  naʕar  bêt  šāʔûl  wa ḥămēšet  ʕāśār  bānāʸw  wə ʕeśrîm  ʕăbādāʸw  ʔittô  wə ṣāləḥû  ha yardēn  li pənê  ha melek,Classical Biblical Hebrew
2 Sam 19:19,wə ʕābərā  hā ʕăbārā  la ʕăbîr  ʔet  bêt  ha melek  wə la ʕăśôt  ha ṭôb  bə ʕênāʸw  wə šimʕî  ben  gērā  nāpal  li pənê  ha melek  bə ʕobrô  ba  yardēn,Classical Biblical Hebrew
2 Sam 19:20,wa yōmer  ʔel  ha melek  ʔal  yaḥăšob  lî  ʔădōnî  ʕāwōn  wə ʔal  tizkōr  ʔēt  ʔăšer  heʕĕwā  ʕabdəkā  ba  yôm  ʔăšer  yāṣā  ʔădōnî  ha melek  mi yrûšālāim  lā śûm  ha melek  ʔel  libbô,Classical Biblical Hebrew
2 Sam 19:21,kî  yādaʕ  ʕabdəkā  kî  ʔănî  ḥāṭātî  wə hinnē  bātî  ha yôm  rišôn  lə kol  bêt  yôsēp  lā redet  li qərat  ʔădōnî  ha melek,Classical Biblical Hebrew
2 Sam 19:22,wa yaʕan  ʔăbîšay  ben  ṣərûyā  wa yōmer  hă taḥat  zōt  lō  yûmat  šimʕî  kî  qillēl  ʔet  məšîaḥ  yəhwāh,Classical Biblical Hebrew
2 Sam 19:23,wa yōmer  dāwid  mah  lî  wə lākem  bənê  ṣərûyā  kî  tihyû  lî  ha yôm  lə śāṭān  ha yôm  yûmat  ʔîš  bə yiśrāʔēl  kî  hă lô  yādaʕtî  kî  ha yôm  ʔănî  melek  ʕal  yiśrāʔēl,Classical Biblical Hebrew
2 Sam 19:24,wa yōmer  ha melek  ʔel  šimʕî  lō  tāmût  wa yiššābaʕ  lô  ha melek,Classical Biblical Hebrew
2 Sam 19:25,û məpibōšet  ben  šāʔûl  yārad  li qərat  ha melek  wə lō  ʕāśā  raglāʸw  wə lō  ʕāśā  śəpāmô  wə ʔet  bəgādāʸw  lō  kibbēs  lə min  ha yôm  leket  ha melek  ʕad  ha yôm  ʔăšer  bā  bə šālôm,Classical Biblical Hebrew
2 Sam 19:26,wa yəhî  kî  bā  yərûšālaim  li qərat  ha melek  wa yōmer  lô  ha melek  lāmmā  lō  hālaktā  ʕimmî  məpîbōšet,Classical Biblical Hebrew
2 Sam 19:27,wa yōmar  ʔădōnî  ha melek  ʕabdî  rimmānî  kî  ʔāmar  ʕabdəkā  ʔeḥbəšā  lî  ha ḥămôr  wə ʔerkab  ʕālêhā  wə ʔēlēk  ʔet  ha melek  kî  pissēaḥ  ʕabdekā,Classical Biblical Hebrew
2 Sam 19:28,wa yəraggēl  bə ʕabdəkā  ʔel  ʔădōnî  ha melek  wa ʔdōnî  ha melek  kə malʔak  hā ʔĕlōhîm  wa ʕăśē  ha ṭôb  bə ʕênêkā,Classical Biblical Hebrew
2 Sam 19:29,kî  lō  hāyā  kol  bêt  ʔābî  kî  ʔim  ʔanšê  māwet  la ʔdōnî  ha melek  wa tāšet  ʔet  ʕabdəkā  bə ʔōkəlê  šulḥānekā  û mah  yeš  lî  ʕôd  ṣədāqā  wə li zəʕōq  ʕôd  ʔel  ha melek,Classical Biblical Hebrew
2 Sam 19:30,wa yōmer  lô  ha melek  lāmmā  tədabbēr  ʕôd  dəbārêkā  ʔāmartî  ʔattā  wə ṣîbā  taḥləqû  ʔet  ha śādê,Classical Biblical Hebrew
2 Sam 19:31,wa yōmer  məpîbōšet  ʔel  ha melek  gam  ʔet  ha kōl  yiqqāḥ  ʔaḥărê  ʔăšer  bā  ʔădōnî  ha melek  bə šālôm  ʔel  bêtô,Classical Biblical Hebrew
2 Sam 19:32,û barzillay  ha gilʕādî  yārad  mē rōgəlîm  wa yaʕăbōr  ʔet  ha melek  ha yardēn  lə šalləḥô  ʔet  ha yardēn,Classical Biblical Hebrew
2 Sam 19:33,û barzillay  zāqēn  məʔōd  ben  šəmōnîm  šānā  wə hû  kilkal  ʔet  ha melek  bə šîbātô  bə maḥănayim  kî  ʔîš  gādôl  hû  məʔōd,Classical Biblical Hebrew
2 Sam 19:34,wa yōmer  ha melek  ʔel  barzillāy  ʔattā  ʕăbōr  ʔittî  wə kilkaltî  ʔōtəkā  ʕimmādî  bi yrûšālāim,Classical Biblical Hebrew
2 Sam 19:35,wa yōmer  barzillay  ʔel  ha melek  ka mā  yəmê  šənê  ḥayyay  kî  ʔeʕĕlê  ʔet  ha melek  yərûšālāim,Classical Biblical Hebrew
2 Sam 19:36,ben  šəmōnîm  šānā  ʔānōkî  ha yôm  ha ʔēdaʕ  bên  ṭôb  lə rāʕ  ʔim  yiṭʕam  ʕabdəkā  ʔet  ʔăšer  ʔōkal  wə ʔet  ʔăšer  ʔeštê  ʔim  ʔešmaʕ  ʕôd  bə qôl  šārîm  wə šārôt  wə lāmmā  yihyê  ʕabdəkā  ʕôd  lə maśśā  ʔel  ʔădōnî  ha melek,Classical Biblical Hebrew
2 Sam 19:37,ki məʕaṭ  yaʕăbōr  ʕabdəkā  ʔet  ha yardēn  ʔet  ha melek  wə lāmmā  yigməlēnî  ha melek  ha gəmûlā  ha zōt,Classical Biblical Hebrew
2 Sam 19:38,yāšob  nā  ʕabdəkā  wə ʔāmut  bə ʕîrî  ʕim  qeber  ʔābî  wə ʔimmî  wə hinnē  ʕabdəkā  kimhām  yaʕăbōr  ʕim  ʔădōnî  ha melek  wa ʕăśē  lô  ʔēt  ʔăšer  ṭôb  bə ʕênêkā,Classical Biblical Hebrew
