Verse,Text
1 Sam 31:8,wa yəhî  mi moḥᵒrāt  wa yābōʔû  pəlištîm  lə paššēṭ  ʔet  ha ḥălālîm  wa yimṣəʔû  ʔet  šāʔûl  wə ʔet  šəlōšet  bānāʸw  nōpəlîm  bə har  ha gilbōaʕ
Gen 42:23,wə hēm  lō  yādəʕû  kî  šōmēaʕ  yôsēp  kî  ha mēlîṣ  bênōtām
1 Sam 30:27,la ʔăšer  bə bêt ʔēl  wə la ʔăšer  bə rāmôt  negeb  wə la ʔăšer  bə yattir
Prov 3:18,ʕēṣ  ḥayyîm  hî  la  maḥăzîqîm  bāh  wə tōməkêhā  məʔuššār
1 Kgs 2:17,wa yōmer  ʔimrî  nā  li šəlōmō  ha melek  kî  lō  yāšîb  ʔet  pānāyik  wə yitten  lî  ʔet  ʔăbîšag  ha šûnammît  lə ʔiššā
Num 19:15,wə kōl  kəlî  pātûaḥ  ʔăšer  ʔên  ṣāmîd  pātîl  ʕālāʸw  ṭāmē  hû
Prov 26:14,ha delet  tissôb  ʕal  ṣîrāh  w ʕāṣēl  ʕal  miṭṭātô
2 Chr 20:34,wə yeter  dibrê  yəhôšāpāṭ  hā rišōnîm  wə hā ʔaḥărōnîm  hinnām  kətûbîm  bə dibrê  yēhû  ben  ḥănānî  ʔăšer  hōʕălā  ʕal  sēper  maləkê  yiśrāʔēl
Ps 68:35,tənû  ʕōz  lē ʔlōhîm  ʕal  yiśrāʔēl  gaʔăwātô  w ʕuzzô  ba  šəḥāqîm
Jer 38:13,wa yimšəkû  ʔet  yirməyāhû  ba ḥăbālîm  wa yaʕălû  ʔōtô  min  ha bôr  wa yēšeb  yirməyāhû  ba ḥăṣar  ha maṭṭārā
Exod 22:18,kol  šōkēb  ʕim  bəhēmā  môt  yûmāt
Isa 43:16,kō  ʔāmar  yəhwāh  ha nôtēn  ba  yom  dārek  û bə mayim  ʕazzîm  nətîbā
Job 21:4,he ʔānōkî  lə ʔādām  śîḥî  wə ʔim  maddûaʕ  lō  tiqṣar  rûḥî
Ps 119:176,tāʕîtî  kə śê  ʔōbēd  baqqēš  ʕabdekā  kî  miṣwōtêkā  lō  šākāḥəttî
Esth 5:4,wa tōmer  ʔestēr  ʔim  ʕal  ha melek  ṭôb  yābô  ha melek  wə hāmān  ha yôm  ʔel  ha mištê  ʔăšer  ʕāśîtî  lô
Ps 10:17,taʔăwat  ʕănāwîm  šāmaʕtā  yəhwāh  tākîn  libbām  taqšîb  ʔoznekā
Jer 21:14,û pāqadtî  ʕălêkem  ki pərî  maʕallêkem  nəʔum  yəhwāh  wə hiṣṣattî  ʔēš  bə yaʕrāh  wə ʔākəlā  kol  səbîbêhā
Ps 89:37,zarʕô  lə ʕôlām  yihyê  wə kisʔô  ka  šemeš  negdî
Nah 2:9,wə nînəwē  ki bərēkat  mayim  mi ymê  hî  wə hēmmā  nāsîm  ʕimədû  ʕămōdû  wə ʔên  mapnê
Hos 5:6,bə ṣōnām  û bi bəqārām  yēləkû  lə baqqēš  ʔet  yəhwāh  wə lō  yimṣāʔû  ḥālaṣ  mēhem
Esth 6:2,wa yimmāṣē  kātûb  ʔăšer  higgîd  mordᵒkay  ʕal  bigətānā  wā tereš  šənê  sārîsê  ha melek  mi šōmərê  ha sap  ʔăšer  biqšû  li šəlōaḥ  yād  ba  melek  ʔăḥašwērôš
1 Kgs 8:17,wa yəhî  ʕim  ləbab  dāwid  ʔābî  li bənôt  bayit  lə šēm  yəhwāh  ʔĕlōhê  yiśrāʔēl
Gen 30:32,ʔeʕĕbōr  bə kol  ṣōnəkā  ha yôm  hāsēr  mi šām  kol  śê  nāqōd  wə ṭālû  wə kol  śê  ḥûm  ba  kəśābîm  wə ṭālû  wə nāqōd  bā  ʕizzîm  wə hāyā  śəkārî
2 Kgs 25:26,wa yāqumû  kol  hā ʕām  mi qāṭōn  wə ʕad  gādôl  wə śārê  ha ḥăyālîm  wa yābōʔû  miṣrāyim  kî  yārəʔû  mi pənê  kaśdîm
2 Kgs 16:5,ʔāz  yaʕălê  rəṣîn  melek  ʔărām  û peqaḥ  ben  rəmalyāhû  melek  yiśrāʔēl  yərûšālaim  la  milḥāmā  wa yāṣurû  ʕal  ʔāḥāz  wə lō  yākəlû  lə hillāḥēm
Ps 18:3,yəhwāh  salʕî  û məṣûdātî  û məpalṭî  ʔēlî  ṣûrî  ʔeḥĕsê  bô  māginnî  wə qeren  yišʕî  miśgabbî
1 Chr 7:27,nôn  bənô  yəhôšuaʕ  bənô
Exod 8:6,wa yōmer  lə māḥār  wa yōmer  ki dəbārəkā  ləmaʕan  tēdaʕ  kî  ʔên  ka yhwāh  ʔĕlōhênû
Ps 105:34,ʔāmar  wa yābō  ʔarbê  w yeleq  wə ʔên  mispār
Amos 1:10,wə šillaḥtî  ʔēš  bə ḥômat  ṣōr  wə ʔākəlā  ʔarmənōtêhā
Ezek 37:13,wi ydaʕtem  kî  ʔănî  yəhwāh  bə pitḥî  ʔet  qibrôtêkem  û bə haʕălôtî  ʔetəkem  mi qibrôtêkem  ʕammî
1 Chr 2:17,wa ʔăbîgayil  yālədā  ʔet  ʕămāśā  wa ʔăbî  ʕămāśā  yeter  ha yišməʕēlî
Neh 13:26,hă lô  ʕal  ʔēllê  ḥāṭā  šəlōmō  melek  yiśrāʔēl  û ba  gôyim  hā rabbîm  lō  hāyā  melek  kāmōhû  wə ʔāhûb  lē ʔlōhāʸw  hāyā  wa yittənēhû  ʔĕlōhîm  melek  ʕal  kol  yiśrāʔēl  gam  ʔôtô  heḥĕṭîʔû  ha nāšîm  ha nokriyyôt
Ps 39:4,ḥam  libbî  bə qirbî  ba hăgîgî  tibʕar  ʔēš  dibbartî  bi ləšônî
Gen 24:47,wā ʔešʔal  ʔōtāh  wā ʔōmar  bat  mî  ʔat  wa tōmer  bat  bətûʔēl  ben  nāḥôr  ʔăšer  yālədā  lô  milkā  wā ʔāśim  ha nezem  ʕal  ʔappāh  wə ha ṣəmîdîm  ʕal  yādêhā
Num 18:16,û pədûyāw  mi ben  ḥōdeš  tipdê  bə ʕerkəkā  kesep  ḥămēšet  šəqālîm  bə šeqel  ha qōdeš  ʕeśrîm  gērā  hû
Num 14:24,wə ʕabdî  kālēb  ʕēqeb  hāyətā  rûaḥ  ʔaḥeret  ʕimmô  wa yəmallē  ʔaḥărāy  wa hăbîʔōtiʸw  ʔel  hā ʔāreṣ  ʔăšer  bā  šāmmā  wə zarʕô  yôrišennā
Num 29:13,wə hiqrabtem  ʕōlā  ʔiššē  rêaḥ  nîḥōaḥ  la yhwāh  pārîm  bənê  bāqār  šəlōšā  ʕāśār  ʔêlim  šənāyim  kəbāśîm  bənê  šānā  ʔarbāʕā  ʕāśār  təmîmim  yihyû
Gen 22:19,wa yāšob  ʔabrāhām  ʔel  nəʕārāʸw  wa yāqumû  wa yēləkû  yaḥdāw  ʔel  bəʔēr  šābaʕ  wa yēšeb  ʔabrāhām  bi bəʔēr  šābaʕ
1 Chr 26:23,la  ʕamrāmî  la  yiṣhārî  la  ḥebrônî  lā  ʕozzîʔēlî
Jer 44:18,û min  ʔāz  ḥādalnû  lə qaṭṭēr  li məleket  ha šāmayim  wə hassēk  lāh  nəsākîm  ḥāsarnû  kōl  û ba  ḥereb  û bā  rāʕāb  tāmənû
2 Kgs 6:24,wa yəhî  ʔaḥărê  kēn  wa yiqbōṣ  ben hădad  melek  ʔărām  ʔet  kol  maḥănēhû  wa yaʕal  wa yāṣar  ʕal  šōmərôn
2 Kgs 9:30,wa yābô  yēhû  yizrəʕelā  wə ʔîzebel  šāməʕā  wa tāśem  ba  pûk  ʕênêhā  wa têṭeb  ʔet  rōšāh  wa tašqēp  bəʕad  ha ḥallôn
2 Kgs 5:1,wə naʕămān  śar  ṣəbā  melek  ʔărām  hāyā  ʔîš  gādôl  li pənê  ʔădōnāʸw  û nəśu  pānîm  kî  bô  nātan  yəhwāh  təšûʕā  la ʔărām  wə hā ʔîš  hāyā  gibbôr  ḥayil  məṣōrāʕ
1 Sam 29:5,hă lô  zê  dāwid  ʔăšer  yaʕănû  lô  ba  məḥōlôt  lē ʔmōr  hikkā  šāʔûl  ba ʔălāpāʸw  wə dāwid  bə ribəbōtāʸw
Jer 52:24,wa yiqqaḥ  rab  ṭabbāḥîm  ʔet  śərāyā  kōhēn  hā rōš  wə ʔet  ṣəpanyā  kōhēn  ha mišnê  wə ʔet  šəlōšet  šōmərê  ha sap
Zech 12:10,wə šāpaktî  ʕal  bêt  dāwîd  wə ʕal  yôšēb  yərûšālaim  rûaḥ  ḥēn  wə taḥănûnîm  wə hibbîṭû  ʔēlay  ʔēt  ʔăšer  dāqārû  wə sāpədû  ʕālāʸw  kə mispēd  ʕal  ha yāḥîd  wə hāmēr  ʕālāʸw  kə hāmēr  ʕal  ha bəkôr
Num 24:18,wə hāyā  ʔĕdôm  yərēšā  wə hāyā  yərēšā  śēʕîr  ʔōyəbāʸw  wə yiśrāʔēl  ʕōśê  ḥāyil
Gen 43:15,wa yiqḥû  hā ʔănāšîm  ʔet  ha minḥā  ha zōt  û mišnê  kesep  lāqəḥû  bə yādām  wə ʔet  binyāmin  wa yāqumû  wa yērədû  miṣrayim  wa yaʕamədû  li pənê  yôsēp
Deut 17:16,raq  lō  yarbê  lô  sûsîm  wə lō  yāšîb  ʔet  hā ʕām  miṣraymā  ləmaʕan  harbôt  sûs  wa yhwāh  ʔāmar  lākem  lō  tōsipûn  lā šûb  ba  derek  ha zê  ʕôd
1 Kgs 3:25,wa yōmer  ha melek  gizrû  ʔet  ha yeled  ha ḥay  li šənāyim  û tənû  ʔet  ha ḥăṣî  lə ʔaḥat  wə ʔet  ha ḥăṣî  lə ʔeḥāt
Deut 21:10,kî  tēṣē  la  milḥāmā  ʕal  ʔōyəbêkā  û nətānô  yəhwāh  ʔĕlōhêkā  bə yādekā  wə šābîtā  šibyô
Micah 5:12,wə hikrattî  pəsîlêkā  û maṣṣēbôtêkā  mi qirbekā  wə lō  tištaḥăwê  ʕôd  lə maʕăśē  yādêkā
Num 19:14,zōt  ha tôrā  ʔādām  kî  yāmût  bə ʔōhel  kol  ha bā  ʔel  hā ʔōhel  wə kol  ʔăšer  bā  ʔōhel  yiṭmā  šibʕat  yāmîm
Hos 5:12,wa ʔănî  kā  ʕāš  lə ʔeprāyim  wə kā  rāqāb  lə bêt  yəhûdā
Isa 43:23,lō  hēbêtā  lî  śē  ʕōlōtêkā  û zəbāḥêkā  lō  kibbadtānî  lō  heʕĕbadtîkā  bə minḥā  wə lō  hôgaʕtîkā  bi ləbônā
2 Sam 22:49,û môṣîʔî  mē ʔōyəbāy  û mi qāmay  tərôməmēnî  mē ʔîš  ḥămāsîm  taṣṣîlēnî
1 Chr 1:4,nōaḥ  šēm  ḥām  wā yāpet
Isa 17:10,kî  šākaḥat  ʔĕlōhê  yišʕēk  wə ṣûr  māʕuzzēk  lō  zākārt  ʕal  kēn  tiṭṭəʕî  niṭʕê  naʕămānîm  û zəmōrat  zār  tizrāʕennû
Josh 19:7,ʕayin  rimmôn  wā ʕeter  wə ʕāšān  ʕārîm  ʔarbaʕ  wə ḥaṣrêhen
Job 6:21,kî  ʕattā  hĕʸîtem  lô  tirʔû  ḥătat  wa tîrāʔû
Ps 145:10,yôdûkā  yhwāh  kol  maʕăśêkā  wa ḥăsîdêkā  yəbārăkûkā
Jud 15:17,wa yəhî  kə kallōtô  lə dabbēr  wa yašlēk  ha ləḥî  mi yādô  wa yiqrā  la  māqôm  ha hû  rāmat  leḥî
Esth 9:7,wə ʔēt  paršandātā  wə ʔēt  daləpôn  wə ʔēt  ʔaspātā
1 Chr 29:2,û kə kol  kōḥî  hăkînôtî  lə bêt  ʔĕlōhay  ha zāhāb  la  zāhāb  wə ha kesep  la  kesep  wə ha nəḥōšet  la  nəḥōšet  ha barzel  la  barzel  wə hā ʕēṣîm  lā  ʕēṣîm  ʔabnê  šōham  û millûʔîm  ʔabnê  pûk  wə riqmā  wə kōl  ʔeben  yəqārā  wə ʔabnê  šayiš  lā rōb
1 Chr 3:10,û ben  šəlōmō  rəḥabʕām  ʔăbiyyā  bənô  ʔāsā  bənô  yəhôšāpāṭ  bənô
Isa 40:21,hă lô  tēdəʕû  hă lô  tišmāʕû  hă lô  huggad  mē rōš  lākem  hă lô  hăbînōtem  môsədôt  hā ʔāreṣ
Isa 65:7,ʕăwōnōtêkem  wa ʕăwōnōt  ʔăbôtêkem  yaḥdāw  ʔāmar  yəhwāh  ʔăšer  qiṭṭərû  ʕal  he hārîm  wə ʕal  ha gəbāʕôt  ḥērəpûnî  û maddōtî  pəʕullātām  rišōnā  ʔel  ḥêqām
Dan 9:8,yəhwāh  lānû  bōšet  ha pānîm  li məlākênû  lə śārênû  wə la ʔăbōtênû  ʔăšer  ḥāṭānû  lāk
Exod 5:11,ʔattem  ləkû  qəḥû  lākem  teben  mē ʔăšer  timṣāʔû  kî  ʔên  nigrāʕ  mē ʕăbōdatəkem  dābār
Exod 10:18,wa yēṣē  mē ʕim  parʕō  wa yeʕtar  ʔel  yəhwāh
Isa 28:10,kî  ṣaw  lā ṣāw  ṣaw  lā ṣāw  qaw  lā qāw  qaw  lā qāw  zəʕêr  šām  zəʕêr  šām
Job 28:25,la ʕăśôt  lā  rûaḥ  mišqāl  û mayim  tikkēn  bə middā
1 Chr 12:32,û mē ḥăṣî  maṭṭē  mənaššê  šəmônā  ʕāśār  ʔālep  ʔăšer  niqqəbû  bə šēmôt  lā bô  lə hamlîk  ʔet  dāwîd
Ezra 4:1,wa yišməʕû  ṣārê  yəhûdā  û binyāmin  kî  bənê  ha gôlā  bônîm  hêkāl  la yhwāh  ʔĕlōhê  yiśrāʔēl
Gen 36:17,wə ʔēllê  bənê  rəʕûʔēl  ben  ʕēśāw  ʔallûp  naḥat  ʔallûp  zeraḥ  ʔallûp  šammā  ʔallûp  mizzā  ʔēllê  ʔallûpê  rəʕûʔēl  bə ʔereṣ  ʔĕdôm  ʔēllê  bənê  bośmat  ʔēšet  ʕēśāw
Exod 16:17,wa yaʕăśû  kēn  bənê  yiśrāʔēl  wa yilqəṭû  ha marbê  wə ha mamʕîṭ
Exod 37:25,wa yaʕaś  ʔet  mizbaḥ  ha qəṭōret  ʕăṣê  šiṭṭîm  ʔammā  ʔorkô  wə ʔammā  roḥbô  rābûaʕ  wə ʔammātayim  qōmātô  mimmennû  hāyû  qarnōtāʸw
Isa 47:2,qəḥî  rēḥayim  wə ṭaḥănî  qāmaḥ  gallî  ṣammātēk  ḥeśpî  šōbel  gallî  šôq  ʕibrî  nəhārôt
1 Sam 30:22,wa yaʕan  kol  ʔîš  rāʕ  û bəliyyaʕal  mē hā ʔănāšîm  ʔăšer  hāləkû  ʕim  dāwid  wa yōmərû  yaʕan  ʔăšer  lō  hāləkû  ʕimmî  lō  nittēn  lāhem  mē ha šālāl  ʔăšer  hiṣṣalnû  kî  ʔim  ʔîš  ʔet  ʔištô  wə ʔet  bānāʸw  wə yinhăgû  wə yēlēkû
Num 33:55,wə ʔim  lō  tôrîšû  ʔet  yōšəbê  hā ʔāreṣ  mi pənêkem  wə hāyā  ʔăšer  tôtîrû  mēhem  lə śikkîm  bə ʕênêkem  wə li ṣənînim  bə ṣiddêkem  wə ṣārărû  ʔetəkem  ʕal  hā ʔāreṣ  ʔăšer  ʔattem  yōšəbîm  bāh
Ps 49:8,ʔāḥ  lō  pādō  yipdê  ʔîš  lō  yittēn  lē ʔlōhîm  koprô
Joel 2:8,wə ʔîš  ʔāḥiʸw  lō  yidḥāqûn  geber  bi məsillātô  yēlēkûn  û bəʕad  ha šelaḥ  yippōlû  lō  yibṣāʕû
Ezek 36:16,wa yəhî  dəbar  yəhwāh  ʔēlay  lē ʔmōr
Esth 1:3,bi šənat  šālôš  lə māləkô  ʕāśā  mištê  lə kol  śārāʸw  wa ʕăbādāʸw  ḥêl  pāras  û māday  ha partəmîm  wə śārê  ha mədînôt  lə pānāʸw
2 Sam 13:13,wa ʔănî  ʔānā  ʔôlîk  ʔet  ḥerpātî  wə ʔattā  tihyê  kə ʔaḥad  ha nəbālîm  bə yiśrāʔēl  wə ʕattā  dabber  nā  ʔel  ha melek  kî  lō  yimnāʕēnî  mimmekkā
Jer 46:11,ʕălî  gilʕād  û qəḥî  ṣᵒrî  bətûlat  bat  miṣrāyim  la  šāwə  hirbêt  rəpuʔôt  təʕālā  ʔên  lāk
Esth 2:18,wa yaʕaś  ha melek  mištê  gādôl  lə kol  śārāʸw  wa ʕăbādāʸw  ʔēt  mištē  ʔestēr  wa hănāḥā  la  mədînôt  ʕāśā  wa yittēn  maśʔēt  kə yad  ha melek
Gen 18:21,ʔērădā  nā  wə ʔerʔê  ha kə ṣaʕăqātāh  ha bāʔā  ʔēlay  ʕāśû  kālā  wə ʔim  lō  ʔēdāʕā
Prov 26:13,ʔāmar  ʕāṣēl  šaḥal  ba  dārek  ʔărî  bên  hā rəḥōbôt
1 Kgs 20:10,wa yišlaḥ  ʔēlāʸw  ben hădad  wa yōmer  kō  yaʕăśûn  lî  ʔĕlōhîm  wə kō  yôsipû  ʔim  yiśpōq  ʕăpar  šōmərôn  li šəʕālîm  lə kol  hā ʕām  ʔăšer  bə raglāy
Num 33:39,wə ʔahărōn  ben  šālōš  wə ʕeśrîm  û məʔat  šānā  bə mōtô  bə hōr  hā hār
2 Kgs 3:18,wə nāqal  zōt  bə ʕênê  yəhwāh  wə nātan  ʔet  môʔāb  bə yedəkem
2 Kgs 2:8,wa yiqqaḥ  ʔēliyyāhû  ʔet  ʔaddartô  wa yiglōm  wa yakkê  ʔet  ha mayim  wa yēḥāṣû  hēnnā  wā hēnnā  wa yaʕabrû  šənêhem  be  ḥārābā
Zech 1:16,lākēn  kō  ʔāmar  yəhwāh  šabtî  li yrûšālaim  bə raḥămîm  bêtî  yibbānê  bāh  nəʔum  yəhwāh  ṣəbāʔôt  wə qāw  yinnāṭê  ʕal  yərûšālāim
Exod 35:12,ʔet  hā ʔārōn  wə ʔet  baddāʸw  ʔet  ha kappōret  wə ʔēt  pārōket  ha māsāk
Num 29:14,û minḥātām  sōlet  bəlûlā  ba  šāmen  šəlōšā  ʕeśrōnîm  la  pār  hā ʔeḥād  li šəlōšā  ʕāśār  pārîm  šənê  ʕeśrōnîm  lā  ʔayil  hā ʔeḥād  li šənê  hā ʔêlim
Num 7:34,śəʕîr  ʕizzîm  ʔeḥād  lə ḥaṭṭāt
1 Kgs 16:9,wa yiqšōr  ʕālāʸw  ʕabdô  zimrî  śar  maḥăṣît  hā rākeb  wə hû  bə tirṣā  šōtê  šikkôr  bêt  ʔarṣā  ʔăšer  ʕal  ha bayit  bə tirṣā
Exod 27:3,wə ʕāśîtā  sîrōtāʸw  lə daššənô  wə yāʕāʸw  û mizrəqōtāʸw  û mizləgōtāʸw  û maḥtōtāʸw  lə kol  kēlāʸw  taʕăśê  nəḥōšet
Ezek 1:13,û dəmût  ha ḥayyôt  marʔêhem  kə gaḥălê  ʔēš  bōʕărôt  kə marʔē  ha lappidîm  hî  mithalleket  bên  ha ḥayyôt  wə nōgah  lā  ʔēš  û min  hā ʔēš  yôṣē  bārāq
Ezek 37:26,wə kārattî  lāhem  bərît  šālôm  bərît  ʕôlām  yihyê  ʔôtām  û nətattîm  wə hirbêtî  ʔôtām  wə nātattî  ʔet  miqdāšî  bə tôkām  lə ʕôlām
Gen 17:23,wa yiqqaḥ  ʔabrāhām  ʔet  yišmāʕēl  bənô  wə ʔēt  kol  yəlîdê  bêtô  wə ʔēt  kol  miqnat  kaspô  kol  zākār  bə ʔanšê  bêt  ʔabrāhām  wa yāmol  ʔet  bəśar  ʕorlātām  bə ʕeṣem  ha yôm  ha zê  ka ʔăšer  dibber  ʔittô  ʔĕlōhîm
Gen 11:18,wa yəḥî  peleg  šəlōšîm  šānā  wa yôled  ʔet  rəʕû
Gen 34:18,wa yîṭəbû  dibrêhem  bə ʕênê  ḥămôr  û bə ʕênê  šəkem  ben  ḥămôr
Ezek 44:15,wə ha kōhănîm  ha ləwiyyim  bənê  ṣādôq  ʔăšer  šāmərû  ʔet  mišmeret  miqdāšî  bi təʕôt  bənê  yiśrāʔēl  mē ʕālay  hēmmā  yiqrəbû  ʔēlay  lə šārətēnî  wə ʕāmədû  lə pānay  lə haqrîb  lî  ḥēleb  wā dām  nəʔum  ʔădōnāy  yəhwih
2 Chr 32:27,wa yəhî  li yḥizqiyyāhû  ʕōšer  wə kābôd  harbē  məʔōd  wə ʔōṣārôt  ʕāśā  lô  lə kesep  û lə zāhāb  û lə ʔeben  yəqārā  wə li bəśāmîm  û lə māginnîm  û lə kōl  kəlê  ḥemdā
Lev 15:13,wə kî  yiṭhar  ha zāb  mi zôbô  wə sāpar  lô  šibʕat  yāmîm  lə ṭohᵒrātô  wə kibbes  bəgādāʸw  wə rāḥaṣ  bəśārô  bə mayim  ḥayyîm  wə ṭāhēr
Deut 4:15,wə nišmartem  məʔōd  lə napšōtêkem  kî  lō  rəʔîtem  kol  təmûnā  bə yôm  dibber  yəhwāh  ʔălêkem  bə ḥōrēb  mi tôk  hā ʔēš
Ezra 8:11,û mi bənê  bēbay  zəkaryā  ben  bēbāy  wə ʕimmô  ʕeśrîm  û šəmōnā  ha zəkārîm
Ps 102:21,li šəmōaʕ  ʔenqat  ʔāsîr  l pattēaḥ  bənê  təmûtā
Ps 73:17,ʕad  ʔābô  ʔel  miqdəšê  ʔēl  ʔābînā  lə ʔaḥărîtām
1 Sam 10:27,û bənê  bəliyyaʕal  ʔāmərû  mah  yōšiʕēnû  zê  wa yibzuhû  wə lō  hēbîʔû  lô  minḥā  wa yəhî  kə maḥărîš
Ps 25:11,ləmaʕan  šiməkā  yəhwāh  wə sālaḥtā  la ʕăwōnî  kî  rab  hû
2 Chr 35:6,wə šaḥăṭû  ha pāsaḥ  wə hitqaddəšû  wə hākînû  la ʔăḥêkem  la ʕăśôt  ki dəbar  yəhwāh  bə yad  mōšê
1 Kgs 10:19,šēš  maʕălôt  la  kissē  wə rōš  ʕāgōl  la  kissē  mē ʔaḥărāʸw  wə yādōt  mi zê  û mi zê  ʔel  məqôm  ha šābet  û šənayim  ʔărāyôt  ʕōmədîm  ʔēṣel  ha yādôt
Josh 21:40,kol  he ʕārîm  li bənê  mərārî  lə mišpəḥōtām  ha nôtārîm  mi mišpəḥôt  ha ləwiyyim  wa yəhî  gôrālām  ʕārîm  šəttêm  ʕeśrē
2 Chr 36:15,wa yišlaḥ  yəhwāh  ʔĕlōhê  ʔăbôtêhem  ʕălêhem  bə yad  malʔākāʸw  haškēm  wə šālôaḥ  kî  ḥāmal  ʕal  ʕammô  wə ʕal  məʕônô
Num 6:11,wə ʕāśā  ha kōhēn  ʔeḥād  lə ḥaṭṭāt  wə ʔeḥād  lə ʕōlā  wə kipper  ʕālāʸw  mē ʔăšer  ḥāṭā  ʕal  ha nāpeš  wə qiddaš  ʔet  rōšô  ba  yôm  ha hû
Neh 8:1,wa yēʔāsəpû  kol  hā ʕām  kə ʔîš  ʔeḥād  ʔel  hā rəḥôb  ʔăšer  li pənê  šaʕar  ha māyim  wa yōmərû  lə ʕezrā  ha sōpēr  lə hābî  ʔet  sēper  tôrat  mōšê  ʔăšer  ṣiwwā  yəhwāh  ʔet  yiśrāʔēl
Micah 2:5,lākēn  lō  yihyê  ləkā  mašlîk  ḥebel  bə gôrāl  bi qəhal  yəhwāh
Num 33:7,wa yisʕû  mē ʔētām  wa yāšob  ʕal  pî haḥîrōt  ʔăšer  ʕal  pənê  baʕal ṣəpôn  wa yaḥănû  li pənê  migdōl
Deut 29:4,wā ʔôlēk  ʔetəkem  ʔarbāʕîm  šānā  ba  midbār  lō  bālû  śalmōtêkem  mē ʕălêkem  wə naʕaləkā  lō  bālətā  mē ʕal  raglekā
Lev 17:10,wə ʔîš  ʔîš  mi bêt  yiśrāʔēl  û min  ha gēr  ha gār  bə tôkām  ʔăšer  yōkal  kol  dām  wə nātattî  pānay  ba  nepeš  hā ʔōkelet  ʔet  ha dām  wə hikrattî  ʔōtāh  mi qereb  ʕammāh
Num 18:24,kî  ʔet  maʕśar  bənê  yiśrāʔēl  ʔăšer  yārîmû  la yhwāh  tərûmā  nātattî  la  ləwiyyim  lə naḥălā  ʕal  kēn  ʔāmartî  lāhem  bə tôk  bənê  yiśrāʔēl  lō  yinḥălû  naḥălā
1 Sam 3:7,û šəmûʔēl  ṭerem  yādaʕ  ʔet  yəhwāh  wə ṭerem  yiggālê  ʔēlāʸw  dəbar  yəhwāh
Ps 27:7,šəmaʕ  yəhwāh  qôlî  ʔeqrā  wə ḥonnēnî  wa ʕănēnî
Num 26:43,kol  mišpəḥōt  ha šûḥāmî  li pəqudêhem  ʔarbāʕā  wə šiššîm  ʔelep  wə ʔarbaʕ  mēʔôt
Neh 9:17,wa yəmāʔănû  li šəmōaʕ  wə lō  zākərû  nipləʔōtêkā  ʔăšer  ʕāśîtā  ʕimmāhem  wa yaqšû  ʔet  ʕorpām  wa yittənû  rōš  lā šûb  lə ʕabədutām  bə miryām  wə ʔattā  ʔĕlôah  səlîḥôt  ḥannûn  wə raḥûm  ʔerek  ʔappayim  wə rab  ḥesed  wə lō  ʕăzabtām
Ps 119:57,ḥelqî  yəhwāh  ʔāmartî  li šəmōr  dəbārêkā
2 Chr 32:4,wa yiqqobṣû  ʕam  rāb  wa yistəmû  ʔet  kol  ha maʕyānôt  wə ʔet  ha naḥal  ha šôṭēp  bə tôk  hā ʔāreṣ  lē ʔmōr  lāmmā  yābôʔû  maləkê  ʔaššûr  û māṣəʔû  mayim  rabbîm
Hos 6:1,ləkû  wə nāšûbā  ʔel  yəhwāh  kî  hû  ṭārāp  wə yirpāʔēnû  yak  wə yaḥbəšēnû
1 Kgs 6:16,wa yiben  ʔet  ʕeśrîm  ʔammā  mi yarkətê  ha bayit  bə ṣalʕôt  ʔărāzîm  min  ha qarqaʕ  ʕad  ha qîrôt  wa yiben  lô  mi bayit  li dəbîr  lə qōdeš  ha qᵒdāšîm
Ps 50:3,yābō  ʔĕlōhênû  wə ʔal  yeḥĕraš  ʔēš  lə pānāʸw  tōkēl  û səbîbāʸw  niśʕărā  məʔōd
Jud 19:15,wa yāsurû  šām  lā bô  lā lûn  ba  gibʕā  wa yābō  wa yēšeb  bi rəḥôb  hā ʕîr  wə ʔên  ʔîš  məʔassēp  ʔôtām  ha bayətā  lā lûn
2 Chr 29:25,wa yaʕămēd  ʔet  ha ləwiyyim  bêt  yəhwāh  bi məṣiltayim  bi nəbālîm  û bə kinnōrôt  bə miṣwat  dāwîd  wə gād  ḥōzē  ha melek  wə nātān  ha nābî  kî  bə yad  yəhwāh  ha miṣwā  bə yad  nəbîʔāʸw
Ezek 45:17,wə ʕal  ha nāśî  yihyê  hā ʕôlôt  wə ha minḥā  wə ha nēsek  ba  ḥaggîm  û be  ḥᵒdāšîm  û ba  šabbātôt  bə kol  môʕădê  bêt  yiśrāʔēl  hû  yaʕăśê  ʔet  ha ḥaṭṭāt  wə ʔet  ha minḥā  wə ʔet  hā ʕôlā  wə ʔet  ha šəlāmîm  lə kappēr  bəʕad  bêt  yiśrāʔēl
Jer 20:6,wə ʔattā  pašḥûr  wə kōl  yōšəbê  bêtekā  tēləkû  ba  šebî  û bābel  tābô  wə šām  tāmût  wə šām  tiqqābēr  ʔattā  wə kol  ʔōhăbêkā  ʔăšer  nibbētā  lāhem  ba  šāqer
Neh 12:23,bənê  lēwî  rāšê  hā ʔābôt  kətûbîm  ʕal  sēper  dibrê  ha yāmîm  wə ʕad  yəmê  yôḥānān  ben  ʔelyāšîb
